Sample Number (10000 samples per second),LoadCell (),X1 (),X2 (),X3 (),EPOSPosition (),EPOSCurrent (),Encoder (),Time (ms)
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,319.0
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,321.0
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,324.0
3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,373.0
4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,423.0
5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,475.0
6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,525.0
7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,575.0
8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,625.0
9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,676.0
10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,727.0
11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,777.0
12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,827.0
13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,878.0
14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,928.0
15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,978.0
16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1029.0
17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1079.0
18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1130.0
19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1180.0
20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1230.0
21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1281.0
22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1332.0
23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1382.0
24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1432.0
25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1482.0
26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1533.0
27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1584.0
28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1634.0
29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1684.0
30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1734.0
31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1785.0
32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1836.0
33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1886.0
34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1936.0
35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1987.0
36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2037.0
37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2087.0
38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2138.0
39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2189.0
40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2239.0
41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2289.0
42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2339.0
43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2390.0
44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2441.0
45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2491.0
46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2541.0
47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2591.0
48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2642.0
49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2693.0
50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2743.0
51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2793.0
52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2844.0
53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2894.0
54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2945.0
55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2995.0
56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3045.0
57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3096.0
58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3146.0
59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3196.0
60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3247.0
61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3298.0
